,0,1,2,3,4,5
668,okhLqYpNfkIHzKociGRahQ,"Looking for Greek food nearby Eat Greek Express had great reviews. I ordered food to go. They have an extensive menu. Their desserts looked amazing. 

I...",5,2023-01-28 13:16:07,rqzcmK4ysvFA_sbgYaSmdg,
669,iiT7vJpUEEyW1UgR9hhPpA,"Very watery cheese, wouldn't stick to the noodles.  Very small bowls, way over priced for what you get.",1,2023-07-11 15:50:59,TEN3vFd-eSOVeVOH5Qm_4Q,
670,y0UWoUyf0tLscJs91D08CQ,"Went inside to pickup a pickup order and didn't see my order, so I start looking around and see a bag behind the counter but it's turned around so I...",1,2023-06-04 15:28:42,TLW0sVCNB1Xm4hZ1-gFilQ,
671,vGCraKq9i3ZqX4o7HGJypA,Wanted to try what was suppose to be the best pizza in Bexley (as I've been told) but was disappointed when I found them closed at 9pm on a Friday night. So...,4,2022-10-08 05:25:59,pdo8lzYf9NRsA92aOniM-A,
672,YjWHgrGTFxn6LzjXRL5FKw,We newly found Joe's and are now completely hooked! They make sure to load you up with toppings and the crust is nice and crackery. We've ordered from there...,5,2023-03-14 15:19:48,_bRgVMCFpJWlGSv8V57l9g,
673,vGcJrgCwjKcY-2tjRT-1Ug,owner Joe and his managers are rude and have no customer service skills. I have been a customer since it was Tommy's. Every Friday my coworkers and I order...,1,2023-04-03 05:51:53,Ajr5a_WgQ4s24Bimg9FPRA,
674,EbKzXo7iwGmPCQi8A_TVfw,"Didn't snag photos. 
But I ordered the popper and Monte cristo they offer half sizes which where both huge and each came with a side. Eyes were bigger than...",5,2023-06-12 15:20:19,cRt12lB1gXUXU7Al7Ytcqg,
675,GmWaTMTk6Fu4KthLuBlNlQ,"This was my first visit to this location, and I ordered carry out online.   I'm a big fan of some of the other Melt locations but this experience was very...",2,2023-07-01 08:27:32,2T8cxl3Y_JhCE8o80BSp0A,
676,ft3PaD7hh7DzzK0YTndqYw,"We had the mushroom melt and chicken parm 
Service was great. Our waitress was helpful in menu decisions. 
Food wasn't bad but didn't meet my expectations....",3,2023-05-27 17:25:05,6EWuO4D1yOxy_o0jfoOLcw,
677,x4PHXkbwEf9Ba9ie-QwGWA,It's obvious the guy that runs this place really loves the art of making excellent coffee. One of the best French press coffees I've ever had. It's one of...,5,2022-03-12 16:57:27,7isLxdUtp3s4QO2Ll9EVtg,
678,lSbN28VHr_UihV3T-Em8oQ,If I could give this place 10 stars I would.  Seriously awesomely delicious.  Was on the east side and did a search for soul food...this came up so I...,5,2017-02-18 03:48:01,J72tTd5cnQ4EvtYToewELA,
679,Fgl5tuDI_z4IWUspFXbrlg,"First, I always like to start off with the positive: excellent customer service and the chicken wings were cooked very nicely. When I got into the car, I...",3,2023-07-09 08:33:02,Zl9FPKKqumE5D4EtBC7lpg,
680,QLZ11bls_ChmnWKdmlMEFw,"Went to Yelp to find Soul Food for my mom and ran across this gem. The chef heard me say that I didn't eat me and surprised me with special ""wings"" in my...",5,2022-10-13 11:02:17,OCZjMXFfG8nX-ZEVzvAlYw,
681,KJNWztNYuNysB1MVsX0FOA,Was hungry and decided to Yelp some Asian food and this little gem pop up. It doesn't have the overall ratings you want to go too but didn't want to be...,5,2023-06-20 16:48:50,TwkTU2UwIIlVelcSRbs_lQ,
682,2E8W6eZ8Ru0DmUIC6mbZXA,"Okay, so let's get this out of the way -- you don't come here for the ambience or the service. You order at the counter and someone brings you the food....",5,2023-03-04 06:39:50,1Iv3fyJSC5qk1zpzhPUdWA,
683,WV-3otEOmrGT73Z6xMMWtw,Came back here and got the beef with broccoli and my husband got the pho. It was all delicious and big portions!! The service was great too.,5,2023-06-11 12:44:42,k4biYB5Tavw-dwn-6tVbmA,
684,lOx3XuowhfPrqiW-MgYAiA,"For starters, this is not your family style restaurant. Look closely at the details here on Yelp people. You don't want to arrive hungry and completely...",4,2019-12-02 07:28:14,_NpJZ0q8KVI-d2YLL_VpCA,
685,vE1STXtdEF5CrfO9AiCgVQ,"A bar and a small music venue just a block over from OSU. We were there to see a band called Wrens, who were awesome, and two other bands that night. Small...",4,2022-10-15 16:45:21,YkBoc4iIZM30XE83WeJ8WQ,
686,7V_kLjaZQgyV4iwj4Sa_uA,"I'm biased because this place is right by my house, but I really like it! It's never super crowded, the bartenders are nice, and the drinks are cheap. They...",5,2022-07-02 09:23:55,xNXWoaSUNQ6HZcRaWuWpNw,
687,cQCbgNTn84VwUyoPqzlDlQ,"2 cooks (who also served the food)
8 tables and a counter
Menu on a white board
No liquor license
Cash or cash apps only
In the middle of an automobile...",5,2023-05-22 17:34:35,Q7BemDJG6qhLda1My1F8NQ,
688,zZBXnm9UfMB6ZQE8HC1Hlw,"We were directed to Catrina by friends. Good thing, because we would never have found this gem on our own. The most outstanding features of the location; it...",5,2023-04-19 18:58:55,9leRUv4_XFUuGyevKJKA-Q,
689,F3__p6p0ykHLU1uxdDBmwg,"VERY ENTHUSIASTIC 5 STARS...!!!

This is OMG-good food. Actually, it's amazing.

I had a chorizo & potato empanada ($9.50 - it's a meal). It was...",5,2023-01-24 09:24:24,qIF7I6CzDf6LnAJLleEI4w,
690,jgENQyNpPDDGnmE9D-oEwQ,"Best  coffee in town!
I get the House Blend.
I'm my opinion..
I stop there every chance I get.",5,2023-03-14 16:45:24,WjFoaAPbmTowqpj1rNvRvg,
691,BvhfEIn9cBdflt0XoFwoAQ,"We came to Fox in the Snow on the recommendation of Brew Dog Hotel. Visiting from Toledo, we had never heard of it. 

Came on a late Thursday afternoon. It...",4,2023-03-23 11:40:32,dge8fimFz8Xu3UNPWJzBgQ,
692,V-C3nc6aflL0BhAvIyXaPA,I got the Greek salad which was pretty good. The dressing wasn't the best but I liked how they gave a lot of toppings on the salad. The bread that came with...,3,2019-10-08 06:54:41,RS48EdoxhbONMwhlUmf0hQ,
693,sCe6jrHn8KS1atHzAfBY2w,"They have so many verity if food. Their location is good. The staff are very nice and helpful. Beside their inside seats, they have out side which is good...",4,2019-07-25 10:24:40,yDQL79E1m_qydTUCOmIIAw,
694,0Y9y8_5HHqUBIbfwuu7SfQ,"Everything from the food to the hospitality was 5 star.  We ordered the trio of dips, grape leaves, hummus with chicken and kids rice bowl with chicken....",5,2023-04-04 16:50:11,umWSJaF1F_4rIJhOs-2SKA,
695,8BN6SnRo3HnzldJzdbfkVg,"This place is good, but unorganized. I added fresh veggies and feta (which I paid extra for) and did not get so that was disappointing. There is a huge...",3,2023-06-19 09:58:18,MZkWllrvZvbfnrYGw8Kq6g,
696,AgrqBHAHHi76GL6mtRRq7Q,"Wow. Really, it's worth checking out. Gyros are massive and tasty and do not pass up on the fries! Seriously, they might be the best fries we have ever...",5,2023-03-03 08:56:50,ODCR6rouKja1oRL5AzO6FA,
697,CUEo29QwlL8MrPZ18Yj_1A,I love Junior's! They have really great meat for their tacos which is so important for a strong base. Good margs and prices!  I honestly don't know how...,4,2023-06-16 18:18:40,Gof5Y-uwwOG-wTo7Z8h_uw,
698,xiYYdV86I0FBl0CtNbSlqQ,This place changed ownership a couple years ago and has now become a fun place to chill with friends! Their best deal is $2 margs on Friday nights. They...,4,2022-03-27 13:23:17,vZjfdPQYAtMS0i6aJjj9nQ,
699,RBdYBTmaMsYFqSsYBMdtmw,"Great spot for taco Tuesday & Happy Hour. Happy Hour is 3:00pm-6:00pm. Even better during patio season, tons of outdoor seating!",4,2022-11-06 07:48:19,uWIqaTK2QG2oHmgfhtOZig,
700,-uU-H6sP18z2p2KwnDMY7g,I've actually been here once before but the occasion was so forgettable (I think I came in just for takeaway soup or something; I don't know) I forgot to...,4,2023-01-25 22:54:35,JFXupPixhhkJmlHlFQTPjA,
701,zXqQjcDklut6NCU-Gbu34A,"Enjoyed the Superfood Salad.  Way too much food for me. Couldn't even finish half this salad.  Loved the ingredients, especially the walnuts.  

Usually get...",4,2022-10-18 16:10:13,bKVoDedXW_B6i4-lL6-YDQ,
702,KvsInZns8EKA0cIqeS9iBQ,We first ordered from here during their Valentine's Day deal that was maybe a little too popular because my husband ended up waiting over an hour there even...,4,2022-06-15 05:40:34,dF9DlL07_5hV_CHJQcBcLg,
703,taoclWBp8LIi2OLWePjJzQ,My partner and I attended an event at Rumours a couple weeks ago and it was such a fun evening out. There was even a drag show and I can't tell you the last...,5,2022-12-06 18:57:25,FQar1FetpimUb1-oH0iHVg,
704,YUZe4vDqHO3qrbvValyKiw,"This is the definition of a hidden gem.

The Baklava Morning Bun was the PERFECT PASTRY. I can be picky about my sweets and I think I could eat an infinite...",5,2023-07-02 07:51:22,VdelRZAwkgvKEhiQewpFQA,
705,-otDgIA271f8Ag3LcdbA3w,"I... did not expect to be handed a pizza fresh out of the cooler without it being heated up?

Like, it would have been amazing if hot, and the pastries and...",4,2023-06-28 15:23:02,wnOnjiuZyt-8aI9ucWX_2g,
706,0R4Xh3XR4PA6n5KlBollqg,"One of my dad's favorite food groups is donuts (or is it doughnuts?!) and in his neverending quest to find the best of the best in Columbus, we recently...",3,2019-08-18 20:28:06,ejjnIayvcKFvhMUyMKUb_Q,
707,aum1FN7x2Wm3IlZ-Zy371g,"Actually have never had the chance to eat here, but we've come a few times for cocktails and their drinks never miss the spot! Also love the atmosphere outside.",5,2023-06-24 07:13:07,hEXEhGMVWVGTp29aDLBbvg,
708,QnUPw35Trb29q62ZieOjZg,"I saw that this shop had opened and decided to try it out. I went about 11am, parking in this area is so terrible but I was able to find a spot. When I...",4,2019-04-29 14:05:09,RlR9koTheLyDq6Md6eOAGQ,
709,N5CUNgYsxntKkI4XuUK7ZA,Great little place!  Friendly and helpful staff.  Donuts are fresh and delicious!  Definitely coming back!,5,2019-05-25 07:36:25,NFP--gcszuc22cXp78HLXA,
710,Faj6GyYamSe51SwHaQY_5w,"My husband and I visited on a Thursday afternoon around noon. We were seated right away, and I was impressed by the stylish decor and the extensive...",4,2023-07-06 18:45:42,hMvkqP_pKbPLDN1CAxYOCQ,
711,CcMkPxZAi9Q58aHPZ5FYOA,"I finally got to try this place out for the first time ever. Every time I would go by, it was packed out and so busy - it was totally worth the wait! 

I...",5,2023-07-03 11:44:20,w3KxdbFwRasUbVEGjuArDw,
712,4jZh6rbzr0VmOcgSn-fZ5A,"**Official 3.5/5 Rating**

It was my first time visiting this restaurant over the weekend and I was a little disappointed. I'll start with the good parts,...",3,2023-06-17 09:45:08,E4D6d5MorXfANiiwO2TtCg,
713,3zowloJIVkViLkwXFwmUkQ,"I'm convinced this is the best bar in Columbus. Great chill, local, vibe. Amazing staff. The sort of place you feel welcome and want to visit again. Highly...",5,2023-06-24 15:41:03,qXYNJS2VvPg4ZzgEJiH5Gg,
714,-_vNpybY6DwfbOun6-VEeA,"As a new resident of Columbus, I was struggling to find a bakery that offered quality artisan breads. But then I discovered Omega Artisan Bakery, and I have...",4,2023-03-07 17:56:39,RKYKc-32wOznLv2eRubWpw,
715,twnzkcQFo3VkB2NPi6lgRw,"When I was younger, so much younger than today...I went here and it was called the Black Forest Inn.

One of the stalwart bar venues near Ohio State...",5,2022-10-05 11:37:35,Wx4ccSvTc2GG5aYbosaokA,
716,fUBFR_gjcW6MwtmuH6Bazw,"Ahhhhhh..... The Scholar. You have my heart.

This little dive is conveniently located near Tommy's Pizza on the corner of Lane and Neil. Despite its prime...",5,2019-11-08 09:49:30,yQvp1arNRr8p5Qwf0st_qw,
717,gdQx-KGTa9muTkW6oaRNCg,Fancy a coffee shop to pull you away from your local Starbucks? Sweetwaters might just be your 'jam'. Staff behind the counter were busy but not frenzied at...,5,2021-11-28 19:36:46,PCet0d6XR14h7UB83lYCEA,
718,1AtNEYb8KNyyrHTA2qpvOA,Weekend staff this applies to. Weekday staff is great! Just wanted to update to give the review credit where deserved.,2,2023-07-16 07:51:47,YY3nbSHuVyHm8CC9Nl1Shw,
719,OjpuNBFWNbJE-0IZK2Mfbw,"GO BLUE! #twoinarow #bluestatebeatsredstateagain #bigly #fairandsquare #nofraud

Even if it looks oddly short and sMall in stature for a state capitol,...",5,2022-11-26 17:15:06,bQCHF5rn5lMI9c5kEwCaNA,
720,HlZ7BsXr9u_zUiC9_zSgpQ,Ohio Statehouse is located at the heart of Columbus on Capitol Square. You have to go through security screening at any entrance. It was quick and we walked...,5,2021-12-27 13:57:00,sdFiQm-brxuSTOGkqgIBqA,
721,28cmoE_vIuWBYAYz0T7kJw,"They are right by Dueling Axes, which I discovered recently.  I sat in the parking lot to download the app and order a drink for inside pick up.  Their Iced...",4,2022-06-21 06:47:19,wZ0KFPTp1263hDl2M0gXGg,
722,ln6F1Dz-D6nNEdu_4epdNw,My review of this Tommy's location can be augmented by you reading my review of the Upper Arlington location several years ago. Some friends say that...,5,2021-11-15 13:52:11,Wx4ccSvTc2GG5aYbosaokA,
723,Z6P49fTNyS_o_Nvq6c7A-Q,"There is little I enjoy more than trying a new-to-me regional style of pizza. 

I had no idea Columbus Style Pizza was even a thing, until I was going to be...",5,2021-07-09 10:12:02,PipGc4TdxurGizJ6CKmU7Q,
724,zTIX4mQ4HeUmCubGH2OPUw,Cracker thin pizza crust. Sauce has a great tomato fresh taste and not too sweet at all. Seems like high quality mozzarella. Perfectly seasoned.,5,2022-09-24 08:50:36,mvgArF1pJjE7y3Iyg_dkCQ,
725,MnCwXKZVzrwQmycxHS9-Ig,I ordered this graduation cake back in May and was extremely satisfied with the final product. The owner was very accommodating and was able to make it with...,5,2022-08-10 19:01:25,zW3Eo0oKnmrX7h0pqJJFMw,
726,ffLbO0yKBrX7kJUkJKzL5A,"Updated post...my original post was during our cake sampling days.


Seriously, Elaine did her thing!!! My daughter's wedding finally arrived. The moment...",5,2019-11-24 12:52:46,4IdwWF0HjTNpSkuCRtMeOw,
727,lYBndVc0ETo2x1Vq2JaYOg,"I wanted to make my dad's 70th birthday special, and requested a cake that looked like a log with mushrooms growing from it, since one of his hobbies is...",5,2020-07-04 10:23:51,RuqHuzpWffR0n2AI2Fc8Sw,
728,AuvidUS3_mtVknXYObQKyg,"Grabbed a bite from the Dos Hermanos Taco Truck. We were at the Olde Towne East Art Walk.

I decided on a Chicken Taco Bowl with mild salsa and a side of...",4,2022-09-25 11:24:08,FQar1FetpimUb1-oH0iHVg,
729,Ceh3lI1GJ7zQHoAP1WiZTw,We had a great experience at Diaspora. We came in on a Wednesday night around 6 pm and we were seated immediately. It's a smaller place with a pretty chill...,5,2022-12-10 05:56:32,HjvncUuPjEUwsdx0Xc_gkQ,
730,JjJB8OTEVKDYdOfLmnPk9Q,"We found the Dos Hermanos Taco Truck at the Upper Arlington Farmers Market. The staff kept the line moving, which was especially appreciated when a downpour...",4,2022-06-03 19:21:45,_Kplrc1bDTce2Pw3xRr51A,
731,BLORzlzk_5wFLhSYcx6OZw,"I was at one of my favorite breweries in Columbus and was hungry, so I decided to check out the food option. It ended up being Dos Hermanos' food truck. I...",4,2022-06-02 08:47:27,KwhMtgruf-6r_kb8b9wuuQ,
732,pXY6DIQmLD7oFqf4acNe4w,"We were at the Moonlight Market and couldn't find hot drinks, so we stopped in here. 

I got a matcha with coconut milk while my friend got black coffee....",5,2022-10-13 11:03:27,0PCM8QMFWatpzBMRUVOVbQ,
733,vU3lk7Dm-NR-FpgC_eC5ag,"I'll have to come back and try the regular waffles - the Liège style is VERY dense and chewy, and I should have gotten a regular coffee instead of a fancy...",4,2022-12-17 10:46:58,wnOnjiuZyt-8aI9ucWX_2g,
734,Vjvd4cgAlBA3N-QrGB-u6A,"I will start off with I enjoyed the quality of the food. So I doordashed.. a grilled chicken club.. A half sandwich ( pastrami melt ) with salad ( cobbed) ,...",4,2023-02-17 10:08:06,BcZInBRO36iaDCxO2JrfMQ,
735,yUzqmEltlU3ravIm60cCbw,"OK, so savory over sweet for breakfast and (unpopular opinion alert) I DO NOT like bacon.  Yeah, I know, I'm going to have to move or something after...",5,2022-12-18 11:46:42,qn7SBX0zPE0keFJe0V-_9A,
736,gdczicqm9FGkw57_lzydVQ,"Wonderful, classic diner food that's served up with a smile. Lexi's is right next to the Marriott Renaissance in Columbus. Rather than eat another big chain...",5,2022-11-09 04:08:31,uaQAFWM9mEKPvITb1sLSKA,
737,KxHwAcM8LVTkF7rzeEg3pg,"Winston's offers several varieties of waffles, including a common style, a Crown (Liege) style, and a Baron style, and each of the styles has several...",4,2022-12-18 19:27:32,_Kplrc1bDTce2Pw3xRr51A,
738,7wInO3fhLf_CrHhYJYzU2Q,"I had the burrito with a side of rice and beans and chips. The burrito was quite small, and the serving of bean and rice were very small. It was 16.99 for...",2,2023-06-28 08:25:46,4N5_Io7zt0NDLdA9X8OgBw,
739,qoJ6y-xrOjIN1p8oSilu5A,"Terrible, slow service. Not a big fan of Starbucks to begin with, but this location is like the seventh circle of hell. You'll just see employees fooling...",1,2023-06-30 05:50:36,S_oDBqDlczsUKlLXrmeVrA,
740,1aOAqK4aDsTlkIIkPfHH3g,Ordered through the he mobile app and it took me like 5min to drive there and my order was already ready when I arrived. I ordered the cookie crumble cream...,5,2021-09-25 10:28:40,shDl49XMZpjnAtLBOq59uA,
741,J7TcJiTL6n27-UrCKfdmwQ,Do you like cheap drinks? Do you like walls you can write on and read? Do you like dive bars? Do you like fun places? Of course you do and that's why you...,5,2021-07-22 09:34:23,giVc7_0jL3RrGMR6yStK-A,
742,2zqf4UdsNwSu-8RCRHJnzQ,"RIP Toos 

Love hanging out at this bar almost any time during the week. Never too full (sometimes empty) but can get pretty busy! 

The interior is pretty...",5,2019-05-07 16:54:50,SFdWxZdeQzBvngJ82LBYzw,
743,fPR9DNbZec2pRTwnPvDpCg,"This bar is awesome. It's a college bar that welcomes all, not just college kids. From the hilarious signs, to the great free drinks I love this place....",5,2019-08-13 22:52:07,k48uSFGYBc_NBl3mxhphBg,
744,rmhMABAvR3BZaynmFdfeVg,"O'Connors Club 20 is awesome!  It is always a great friendly and fun crowd, food, drinks and service are always excellent.  A small quaint cool family owned...",5,2023-02-25 19:53:42,KQRSn-qPZwe7xi0GFwiiyw,
745,uITzO0ZGUjKkPKJDpd-5yw,Really fun bar with great drink specials and wonderful entertainment. We came for karaoke and stayed all night! It's definitely a little dive and liquor is...,4,2022-07-12 15:08:12,iIugkKuN-E4-d80CIM-yRw,
746,U1Rw1VXXwF94wnvRlGXcsw,Complete Joke!!! Waste of Money!!! They just charged me $63 for 4 drinks!!! Don't waste your money here!!! These guys aren't Irish and can't speak a lick of...,1,2022-09-17 21:44:18,It9UHzGesPEwL-h979KKKQ,
747,QoZPSCTLzDOueLe-u_OpFA,Antrim Park is a regular stop for me on weekends. It is a great place for a run or a walk. The trail around the lake is just over one mile. I usually do 1...,5,2023-01-15 12:34:31,ZaG_uKnE4e86ud-9ud4kTw,
748,y6hpAzsoY9f8YT257tp1FA,Nice active park off the 315 highway. It has walking trail(gravel) along the lake. Plus paved all purpose trail that leads along the highways 315 and 161....,4,2023-05-06 11:53:39,zhpJSjIv6aWkSg_ky08lPA,
749,_bnJTSY6QAss6OPpit3Axg,"Another great Columbus city park. I really enjoy the walking trail, as it takes you on a scenic 1.2 mile loop around the lake.  There are woods surrounding...",4,2022-08-14 11:40:55,XA0_SwXp2zFe6A55rUNp5A,
750,j1SNVJWZuwN0Sco1hnmvfw,"I had no idea this place was actually great - it looks like a vaguely shady dive bar from the road, and maybe it's like that at night, but for lunch?...",5,2023-06-26 16:01:24,wnOnjiuZyt-8aI9ucWX_2g,
751,CUZwHTMWQ5YolPDOSz_LiQ,"In town for a minute and I decked to stop at Culebra Cigars Company. Attached is Jimmy V's and was told I could smoke on the back deck, enjoy my cigar, a...",5,2022-05-21 12:19:37,J1SB073GT2auw9I2vXEBuA,
752,-8_ijjgshlguSaXliigHtA,We went here for some place new and to check it out. The food was alright nothing to shout about. Waitress was nice and friendly. We most likely won't go...,3,2023-02-05 06:33:33,DPAgDP-MbIi57D6a1sODFA,
753,k7bOXyfY0-9FNUkUGZFyFw,"Good stuff
Rarely crowded
Pricey
Produce almost as good as Aldi's but more expensive. 
Nice wine selection
Nice bread selection
Pharmacy folks are very nice...",5,2023-02-14 12:33:52,NzcPw_b9UycISqbQ722qrQ,
754,4R-yD0UgfY4ESXYNsLToMQ,"Sooo frustrating! It really should be an amazing store, which, full disclosure I shop from home at. More and more lately they are messing up my orders,...",1,2023-06-06 16:14:58,iqSrifRaaD_xBH_FyVcmFQ,
755,dg8UPoJ_lCtY9pjtREQD6g,"took approximately 13 min to check out some old bitch, old manager was doing terrible job too. DO NOT COME TO THIS GIANT EAGLE",1,2023-02-12 15:02:22,cb1ufKZeJp9On-T3TXM4Aw,
756,bPLKbMCdMrd3XdwqDJOceg,Roosters is a pretty solid choice for wings and such.  Know that it gets pretty crowded and kind of loud during sporting events.  I don't think it...,4,2023-07-04 14:48:26,qn7SBX0zPE0keFJe0V-_9A,
757,5yxLfEGoeC7Nu_sdJVljvw,"Excellent wings, great service.


This place  looked really crowded but was not as packed as I thought.   The parking lot is deceiving.   

Great food and...",4,2023-05-04 15:03:48,JgOcyMF1lTwSVCarSZrrrA,
758,btr6zqzVJ_YGD7vgHYFe_g,"Party of 6... we sat ourselves... ordered several wing flavors, drinks and fries.  Alexis, our server was great-- super attentive and super friendly.  Wings...",4,2023-07-01 12:46:35,2Fxir7zoPwIotBBhK_YqZQ,
759,H-n49bU8PvHqyWVt1MK_CA,"Wife and I tried Yoshi's. We were hoping it was not just another ""Americanized"" restaurant, and boy we weren't disappointed. The atmosphere was great, the...",5,2023-04-06 13:26:45,K7hkQtqHAiHXZq3B115CBg,
760,hIOnTdgcL32lEG5t2049bg,"No better Japanese restaurant in Columbus period.
My God!  Dishes I rarely ever find, new ones I'd never tried, and fresh fresh fresh!

I mean, they have a...",5,2023-07-01 10:21:12,Uk-rnPlSG9uzsst4n_Jrmw,
761,wV5U3Ruh29_pM2Dnk9kmjQ,This is the first sushi place I ever went after moving to Ohio nearly ten years ago. It is worth every penny and I have never been disappointed by the...,5,2023-06-27 15:06:45,pZ6h5_SjTne0rMQF_P0WMQ,
762,paUXoNWGXT3jWPCxC-Q-Sw,"My mom wanted handmade pasta for mothers day, so I went over to the North Market to pick up some treats and flowers.
My review needs updated when I actually...",5,2023-06-13 06:54:20,xViPciuEA-kEwbfekl62Fg,
763,w6BQNJDjA7VJ9zag1FnkpA,This is one of the many offerings available in the North Market and they have many amazing looking baked goods. I finally decided to come by and try it out...,3,2023-02-25 10:48:53,t_kjKOrBEpo0HRP2Pb-1xg,
764,w2U10dW_UXBQt3Kg_TexwQ,Got to visit The Pastry Factory last weekend while hanging out in North Marker. Was an exceptional time meeting Allyson and learning that almost all of the...,5,2023-02-21 16:29:37,RNo8lzijLPxM8yhT1KNqHQ,
765,i_LhBQDR5x6k7__-YCQ9dA,If in or near West Columbus / Hilltop / Westgate area. QAsian Wok serves up classic fast Chinese-American dishes. It is a family-run establishment. The...,5,2023-03-11 09:31:48,VO42jNnadblgtODxPYVDRA,
766,TK4mp4B7v0iBpfblNqmiGg,"Stand alone building that I kinda never realized was there because traffic in that area is congested and bad and EVERYONE IS SPEEDING. Fresh ingredients,...",4,2023-05-27 11:16:38,q0fyCpjfHXC7d7q--LQQfA,
767,T5frUnWmJhupKxLH0_Ragw,Friendly staff. They were extremely busy when we arrived to pick up the order but they still maintained good service and the order still came out timely. We...,4,2022-12-29 09:06:02,3oLv8t8_mOOxLLTehBeAAA,
768,n8Wgy9-5Wtb0uUip3XI6iQ,"We were unable to get into a restaurant my family wanted to try while we were in Columbus, so we went to our tried and true: P.F.Chang's. We have never...",5,2023-03-24 18:39:41,UTwdU-SAdq9uNADSSmy95g,
769,n8R-Yq0Glqj67Po4cX3jfA,"I thought the server was a little over stretched with the amount of tables she was covering, not perhaps her fault, but, it felt like she was rushing, and...",3,2023-06-26 18:07:35,RO3eCNB6GDq2_7JU24Ra7Q,
770,nkpd3JOFF9VHLcFzy5v9cQ,"This visit might have been upended by the lack of parking at this location. According to the sign, the lot had 40 spots; WRONG. There were Zero spots. So...",3,2023-01-30 07:58:32,VO42jNnadblgtODxPYVDRA,
771,KNCb873Fw4DGJJiUwtd7ww,New Limited time Caramel & Mocha Frozen Coffee is absolutely delicious. This should be done year round. Please continue this product it is one of the best...,5,2023-04-21 09:22:37,4XLwnUP7XAylhfhsMNZmlQ,
772,LlQYBd-teRPGkghuAop6-Q,"Wow, Liam is just wow. The food was out of this world the service was fire. I am truly blown away by the whole experienc.Great job melting pot staff and...",5,2023-05-06 19:42:52,8_VhJ_8-SnIoy1I_cCxV9A,
773,GjQYYWrohjO_mHy3VUxWIQ,"Fair warning this place is pricey but you are paying for the experience and food.

Great place for a date night!

The Melting Pot is in the basement of...",5,2023-02-25 12:33:18,tYT1kCLO8qEkEUFGClQQRg,
774,APPv_KoSd3R74a2K0ip1PA,"I had not been to a Melting Pot in like 15 years, and my wife had never been, so decided to go on a long weekend in Columbus, on March 24, 2023.

We took...",1,2023-04-21 05:50:19,vq4WbmMdsPoyI332tSMd9w,
775,VaHVP0PkUn0BWcd7xWXQww,"Tortilla Street Food Truck 
Mexican Street
Taco Bowl: Ground Beef, onion, peppers, corn, Mexican rice, lettuce, mild salsa & queso 
Sour cream was forgotten...",4,2023-05-12 04:14:27,y0wA70QDTUeKS_VyLw7A7A,
776,QPl3oJ-seLcDCS1saHSyJQ,We came across Tortilla at an event. They have a great selection of build-your-own options that the menu and the side of the truck walk you through. Base...,5,2023-06-13 16:39:15,_Kplrc1bDTce2Pw3xRr51A,
777,frybSkQlquPVcxr7xiuyCw,"Food was good, service was good and the ambiance depends in the location of the food truck. Over all solid food for the money, would put it up against...",4,2023-03-21 10:01:54,LGL6r86UVJtEK700n90c9Q,
778,r5CqaSi67aNiZOxpqjrHtg,"These might be the best corn tortillas I have ever had. They are really soft and fresh. I really enjoyed the tacos, but the rice and beans actually stole...",5,2022-12-31 08:13:06,XA0_SwXp2zFe6A55rUNp5A,
779,3R8pHg-pdRf9oenzW16a4A,"I can't tell you how many times I've driven past this truck, but will not keep doing so!! I stopped in to pick up a burrito and will come back for another!...",5,2022-10-14 10:20:37,qn7SBX0zPE0keFJe0V-_9A,
780,iGxwuluaENXoMk9CosQ5Hg,Food came out quickly and the chorizo taco was one of the better in cbus. Could have given more limes.,4,2023-06-28 08:33:17,KJcuj4sKVdZVLoLpk7rZvw,
781,k-uWY1zCCQcFyL6ubwTplw,Stopped here after arriving in Columbus. The area is super nice. Enough to keep all ages entertained for hours. We opted to stop into Brio to scratch our...,5,2023-05-04 06:09:46,V_d-5PYN6ilQgihu8QRBSg,
782,aBOEvugb2SJXi5UcRwX00A,"Food was excellent and our server, Olivia, THE BEST. Love this place. 

Shocked and disappointed that they don't offer any N/A beer; not even a bad one....",4,2023-04-24 13:01:18,gb2cZerd7567nrywLZ61fA,
783,_VkJJv9lOxCSDdIMp7et7w,It has been years since I've eaten at Brio. Tonight was a celebration with a couple of friends. We were seated at the back of the restaurant which wasn't...,3,2023-02-18 18:56:58,jBAZ8-IU6y7wt0p0pP8AQQ,
784,MxRD47Wlqzu2ZvhLQ95cog,"I was able to try Zaki grill while at Seventh Son brewery, and it was so good, I didn't even get to capture a picture!! It was so convenient to order from...",5,2023-03-15 18:28:41,BToPjH1s__hp9Vgf_YWeWg,
785,iyO4pD-alAE_RIKGhZpl6Q,"Awesome atmosphere and service.

I came here for brunch on a Saturday morning. Service was great, quick and super friendly. I ordered a Bloody Mary and the...",5,2023-05-30 20:01:12,SAC9IW6InrQHdUrroXWxpA,
786,mH7rsA7aEutzhoq9OCSCsA,I found a their food truck at a community event. The falafel I got was pretty good but their grape leaves where mediocre at best. The guy who took our order...,2,2023-06-23 17:25:18,zzm-v6ftEgxn2Z1_k_2rbA,
