,0,1,2,3,4
742,u7ukJZjr1JzFrhq7A-Ouww,"The food took a little long to come out and I completely forgot to take pictures of our bulgogi hot pot and japchae with bulgogi. 

The bulgogi hot pot was...",4,2023-01-27 11:39:18,RM_dvs9GymqilwLCm9gj8w
743,NTtbjkwg0HXdwSwhhUnzYg,"I never thought I would find a grease stain sexy! Their pizza is delicious, service friendly, and best of all around two minutes away from where I live....",5,2023-07-03 15:09:29,UAqvWvk1RxcyEHPdmLJizw
744,RHsgW_IPkkwA8JzXdFhx6Q,This is the only place in columbus that I can get a consistent pie from that is both yummy and a good size. I typically order the large (i ordered a medium...,4,2023-06-08 14:41:26,ouNJQM-5Ur6d4MGgjd3KuA
745,MLPtFJj17O-8UI9hKRaPNg,"Not many NY options in Columbus.  Decided to try Papa today.  I haven't had a ton of NY style pizza, but I had probably the best pizza I ever had in my life...",4,2023-02-01 16:56:55,vFe4bfnP8k5Sure1sXPbYw
746,6__cLs_3i5VMDI2RyZzTlg,This is such a beautiful place. The decor and the environment are amazing. Covers a nice meal or casual drinks at the fully stocked bar. The staff were very...,5,2020-02-26 06:30:45,-HS-TJdtGrPrnBpZaCIKnQ
747,T4a3w1ckYpEho_CQ9awkug,"Moda is located inside the Residence Inn hotel, as you walk in to the left, and they extend for the majority of the lobby. We went for happy hour ( sun-tue,...",4,2023-02-22 03:16:33,fOzlD0AjfmSrDoCNnopJuw
748,ZEfw73bkYPheGn-e5_CWbQ,"Great food for a hotel restaurant.

 I usually skip hotel restaurants. But we were staying at the Residence Inn next door and found this restaurant very...",4,2022-10-18 13:44:45,bKVoDedXW_B6i4-lL6-YDQ
749,OcUCaFQKOUBvOuWd9AnCCA,"The cashier was very nonchalant when I walked in. After I placed my order she just looked at me, I finally said that's all and she gave me a total. I...",4,2023-02-01 18:10:46,wkXvhdOm4WadspTefYDO_Q
750,LpzI8i9C_AsUc0IaTmAesw,"Why did I wait so long to get carry out from here? I live close by, but my wife isn't a big fan of Cajun food. So I waited until she was out and I ordered...",5,2023-06-22 16:38:29,1u6wI_O_3Ff65msvDPvO6w
751,JjeWNQO_fe6IHIxo_fY1GQ,"This is a really cute spot in a very nondescript strip mall. Most of the menu seems to be drinks, including some excellent looking milk tea, but I really...",5,2022-04-16 10:03:44,wnOnjiuZyt-8aI9ucWX_2g
752,vrIbgpID8jVlYL7gDr80vg,"Sadly, we'd hoped this would be our new ""close to home"" Greek
Food! 
Eat Greek Dublin is an AMAZING place where my wife and I eat often when in that area of...",2,2023-04-11 17:40:53,f8-m4odlAbmKthq9DgMmxQ
753,hY_uL0pexu0uxJETB6qQVA,"This is a great park, lots of trees for shade, some benches, water jugs. My only issue so far is that a lot of large-dog owners seem to think it's ok to...",5,2023-06-12 07:43:39,XaZGQAVDlFV7uLG2NogkCQ
754,LHaLHLVaf2Yel7xIvyz_qA,"5 stars all the way! I'm newer to Columbus so discovering new places is exciting and more so if they have that extra oomph! 

It's a casual no fuss bar run...",5,2022-11-18 11:57:47,vCTaC-cI5x8F-2-iDCcKdQ
755,tGwzG4aehIbqOstt18CZFg,"This was my first time ever having Rita's.  The folks working here are great. Fast and friendly service, even with a long line. 

I ordered a peanut butter...",3,2022-07-15 11:02:10,XA0_SwXp2zFe6A55rUNp5A
756,TyWXEJYL0PvQmIWByg-xPQ,"Up Keep Of The Place Is Horrible, Rodents & Rude Customer Service, Fat Dude Is A Very Distasteful And Dissatisfying Person....

Sharks Is The Place To Be On...",1,2023-05-04 08:05:39,UK5xH4biBv9Xxm1kimMozQ
757,tnEOt_Lun5s5EAa4SFZLpg,"It's a cold day, so Korean food seemed a perfect fit. Actually, I'll take Korean food any day. All the wonderful flavors, all the banchan. Just love it....",5,2022-01-03 16:52:49,R1FVpAyl_BtxHBWdau2VLg
758,ncZaqAI9jMRdmCCqWtTVtQ,"First time here and I was pleasantly surprised how delicious my sandwich was! I ordered the 6"" Kielbasa bomb on a toasted sub bun. The kielbasa was cut into...",5,2022-05-10 14:06:13,fNzgaewYge8DK2qtTPZzog
759,dmPzI34RBjq37NbSEVrTCg,What a gem!! Every time I come here the food is AMAZING. The atmosphere is very relaxing and pretty. The faculty are always so kind and helpful and I love...,5,2023-06-29 11:33:48,sVpakV8VzXXtYiwT29XAoA
760,Adyf6OjFF38aAdXXe-sfiA,"I ordered the grilled tandoori platter.  Chicken, and shrimp on top of a layer of onions, and peppers.  The platter is served sizzling hot.  The flavors are...",5,2023-05-13 15:51:58,XC4ynHVCHKt3MrqTAoQeFA
761,IrckzzXsmIxX2LPrVur0TA,"Food was good but the dine in service was incrediblyyyy slowwww. And it was a Tuesday the least busy day of the week.

It was my first time meeting a friend...",3,2022-04-26 18:29:32,krALL6hazh46e98NgVUkOA
762,kGAnicMZF0ZncAsSq02wMA,I'm in town for work staying at a nearby hotel. Looked up the North Market on Yelp and kept seeing photos of these massive cabbage rolls. I knew I had to...,5,2023-01-24 12:57:01,P2R_Aetm8J7KYJMrrOivGA
763,UYOEN0xLOp-kZCchQu0XQA,Really good but I'm Hungarian and my Mom's cabbage rolls are my favorite. Since she has passed and my husband hates cabbage I only get cabbage rolls here on...,4,2023-03-28 08:55:57,cXxl0vmfywQq1gomm08K3g
764,a19RXel3f9OetkDKI5H8-Q,"Seven hours.  I drove seven... long.. hours... most of it in pouring rain... for this...

IT DID NOT DISAPPOINT!  

I was greeted by a friendly young lady...",4,2022-05-22 13:34:18,s6-oY5v2jKqzgRwZ5PF8XA
765,tNZ50WgFdyjWoHddF9Pzug,I took their beginner's macaron class. what a fun way to spend an afternoon! Very clear instructions and you do everything hands on so you get a feel for...,5,2023-06-11 07:51:51,K-fWkyExURHOK83kWKb1Fg
766,3P7kxHncvRSOJD556FCiYg,"This place is so cute it might make you fart sprinkles.  

I often feel like a macaron in a cookie cutter world.  Hardy ha ha. 

So this spot is great. It's...",5,2023-04-30 13:45:29,LDoa3UXbySRr0b2pcwrlnw
767,-q43-pr3falAH1Y9drItgA,Absolutely loved this place. From the moment we walked in the door we had an incredible experience. We walked in when she was making everything and it was...,5,2023-06-15 08:08:01,eigjyYeASbikC0EFfMpsTA
768,dtrFsDZ667MNRnIwyC7MGQ,"Awesome atmosphere with an incredible selection of bourbon and uniquely crafter cocktails.  I enjoyed the smoke maple old fashions.

The seating is...",5,2023-06-05 06:51:48,hSU_-VVg_X_6pNiz_eOmwQ
769,zaMzfQHjql6cwLflzbjrMw,"Located inside the Residence Inn, we stumbled upon this little old school bar after having dinner nearby. The inside is pretty swanky. Large bar top, with a...",4,2023-03-06 11:31:15,7d-V3Z9QFTpAtCQs5tjQPw
770,ktyovSCoq2Wlxzw-OxMJ2A,"Cocktails are wonderful! Food is good, but small servings for the price. Vibe is fun. It's a bar inside of the Residence Inn Hotel - unassuming when you...",4,2023-04-14 06:10:18,bgPzF36spSJJvu3Zx2wyJw
771,bLCWGdw9M80i4cXYh1K7sg,"Been going here for many, many years
Love their pitzas, especially the aryssis.
Salads are always fresh and salad dressings are exceptional.
Mujadara is...",5,2023-03-02 16:41:51,5fMpKKWjhcJHkVAoP3ws5A
772,N_ZT6p-KjROyXuGywgHunQ,"Aladdin's provides dependable, though not mind-blowing, Mediterranean fare at a reasonable cost.

The menu is quite extensive and contains a wide range of...",3,2023-06-18 18:17:46,yEU0Z3A2A4Tlli0s5Y6TmA
773,6rKCoIvYc0lH8FD4NYDwIg,Had a very good experience at Aladdin's eatery today in Grandview. I've been to Aladdin eatery before or at least have had it taken out but this experience...,5,2022-07-30 19:08:35,3X32Fogoc9UbCZxpubfXDw
774,WUB7nGsp0p86rTtUbaqGFw,"Excellent food, friendly staff & charming decor & relaxing atmosphere 

One of my favorite places for gyros",5,2023-03-30 16:27:54,WUadK-GdhHMneEx272G8Bw
775,HAQURkIJ5_fyFRIBC7Kz3w,I seldom find a restaurant that deserves a 5-star rating but Nazareth most certainly does.  We were there on a Friday night as part of a group of 22 people...,5,2023-03-13 06:55:13,GHm-UbmlJtwhhIttR020Hw
776,lOlwHOH-jONLKiw0yEKBTA,"First time here and we would definitely return! There's upbeat music playing, it's clean, and the staff are efficient and very nice. The Mazza plate had a...",5,2022-11-12 11:25:59,wBLJHlYbnLOKCXu_OYJaYQ
777,TgmuKsjUiMSYUR4GWeQXcg,"This was my first time visiting this restaurant, and I was greeted right away as soon as I walked in. I had a reservation so the check in process went...",4,2023-01-22 08:11:09,Tc7JmXYszWc6-6M7WrQVXw
778,mDo2lwTfePrXp08fLXAT-A,..... so I was excited about trying this place because I loved Texas de Brazil . This place was similar . But not in a good way. First all the meats were...,1,2023-02-26 18:54:54,mJUfe-54qq9jvtruQRV7TQ
779,R7tqHE2UmGXZ-SuCXb3YqQ,Our server V was great. Unfortunately this restaurant has really gone downhill lately. The food looked like it had set out all day. The cheese bread under a...,1,2023-06-17 00:16:57,k8_rqaPW0fDpxG-4mi7R0A
780,9fCCOyQiwT9xgw29YvXMMA,"They had been pushing out new menu item that I love. They added a new Karaage Ramen. The broth is originate from their Tan Tan Men, which is savory, nutty...",5,2023-05-22 18:22:10,ioSpGJpNQxw7aX1Kb0p2eA
781,Fhw6M6Ba5iwUA7ufMIsMzw,"I wanted to love this and sadly I did not.  

The service and the atmosphere of the restaurant are both great. The sushi was where it went down hill. Tried...",3,2023-07-05 11:00:46,XA0_SwXp2zFe6A55rUNp5A
782,tPG6p_DbsAtOJnSt3JUQQg,"Cute ramen place with excellent food! Super clean interior with a lovely minimalistic look.

The ramen is solid but I must say, the bao really threw me over...",5,2023-04-24 13:45:56,4O8LhLamdEvWo06m2NC_Lw
783,wxPr6qiLUz_MksblbNHqPA,This is another one of those places I wish I could pick up and take home with me.   We were looking for dinner on our last night in Columbus but we weren't...,5,2023-06-12 06:00:23,wzyGNvArcpUjZauRWFrKHA
784,6C-YeLp_7zFDKd_KVV_1kg,Definitely this restaurant is amazing. This is not my first time here and every time is a real delight to eat here. These time we had the 101 burger and...,5,2023-06-21 07:14:52,D_FMAKXL6L9UfBddXpCZbg
785,tPvDtlLpqIGwWcNcFt5ydw,Food was really good especially the crusted chicken. The ambiance was also really great with fast service. I would recommend this place.,4,2023-07-10 15:21:54,fUEHXKdLYrDhjVOhjD6QCQ
786,iIwYHKIXX0i5d0J3pNgxnA,Had a nice Father's Day brunch at Del Mar.   There were not a lot of choices for brunch but a steak and egg special was available in addition to half a...,4,2023-06-23 10:57:10,dwOgGfQ0WOrGWzAQ7aw5zw
787,_7c-80hI4UDSJcaV_I3zUA,"My goodness, what a lovely spot. 

Entering Chapman's, you feel it's honesty, intentionality, and style - markedly in the decor and waitstaff. Mauve and...",5,2023-05-11 14:07:49,kLoklJrVlONYN-OC4eky-w
788,H_yx-6EHkvEGRQMk8H7Jpw,"Here for a conference and heard nothing but good things about this place. Sat at high tables by the bar. Our waitress Kylie was very personable. 

The food...",5,2023-07-07 03:57:49,ecwmvCtgK1Ht4QWy6_5Kaw
789,kvgnc1AgDOak4RbfO04quA,First time at Nada and it was fantastic. The food was delicious; I loved their salsas. They were unique in Latin way yet so tasty. They have vegetarian...,5,2023-03-26 06:50:27,Wu1hrty56b_dZDfLBaXJRg
790,twfRfgbp5fKZb0fUOUh4fA,Fun experience when its not crowded. Love the candlepin bowling! Bartender knows his craft.,5,2023-04-08 13:41:59,MZrjxkRBImoJ85BuYmc7_A
791,zAV3qk_UnWDs4WKD2ARFSQ,"This unassuming spot running out of the Hills Market  on North Grant is simply incredible. It's not a full restaurant at all--almost a ghost kitchen, so...",5,2022-12-03 12:33:22,HcjLzzi4vv6ANZnisF1rYQ
792,Nf-EhjG_jxElOrmQ-E6VTQ,"This restaurant is located inside The Reeb Center, a newly renovated 110year old school building, on the south side of Columbus. This old elementary was...",5,2015-10-10 09:03:55,JzP5uJjhZb0Vj8J_bn3mOg
793,NceN44HJ4SUyAjp-RDPBpg,"One of my friends loves Hunan Lion so I had to try it for lunch. The lunch deals are not bad! And it's a lot of food, which lasted me for days! Dinner is a...",4,2023-03-28 11:09:59,0PCM8QMFWatpzBMRUVOVbQ
794,pLsA4jQPTgueA6Pgnvawjw,"The food was enjoyable here. I cannot comment on the ambience, as I had a takeout order, but the dining room looked fancier than I would have guessed from...",3,2023-05-07 08:24:07,XA0_SwXp2zFe6A55rUNp5A
795,XNQ9G7_E10uNvICUXCRSQg,"I can't believe I've lived in Columbus basically my whole life, have driven by hunan lion so many times and yet my first visit was just last week. Maybe...",4,2023-02-08 04:57:35,om-6BIwV3xmM1clvhHsCiQ
796,Zj51aXL-e1COs87wVLgXVg,Stopped in for breakfast and their menu is huge. I love that. I got some breakfast bowl and it was beyond delicious. My wife got an omelette and she enjoyed...,5,2023-03-28 08:28:25,RwdtadJtpQbSD4Au5h11lQ
797,ds0-jIDLFFMlHSxJ0xEB9A,"Great local spot to swing by. There's a variety of food options and it's all good! 

Personal favorites include:
- chicken and waffles
- the fries!!
-...",4,2023-05-19 06:13:21,gIACgBksKkJ90rDd9sVg4A
798,TPnHI-HIKMXR1JmFGTbvww,"Love this local place.  Can't beat the $20 strip steak and the fresh cut fries.  Guacamole and chips are a must.  
Great place to go for excellent service...",5,2023-04-08 19:05:09,VhAXfojZz0BgYbJ7zn0yww
799,sXROXsF9MnRpjk0WkAA7XA,"Quick service
Great 2 egg breakfast omelet
Quaint dinner atmosphere 
Inexpensive and delicious",5,2023-06-07 06:07:52,YF95dB3xNvk79FvWeNgTqw
800,Wgqtt2qLSUBz4coO5jZ16g,Edit: Though it was not the greatest experience at the time. Within hours of my review the online review team and the GM at the location contacted me and...,5,2023-02-27 09:00:59,rwdLT2wLUpFxBVsuvVAOGQ
801,VQeHVxoEuWsERL2uMFcfYg,"Simple and delicious! I ordered the 2 piece meal with a side of Cole slaw. I almost always opt for white meat, but I wanted to switch things up and chose...",5,2023-02-25 11:17:13,5F9_BKoSUIrtFpyztlGr6g
802,zYwW3QpOrMgeBBdR1xQnMw,"I got Newfangled for take-out after stumbling on it while looking for deli's in the area. Their website is extremely easy to navigate, and you can place an...",3,2022-08-20 11:55:35,7d-V3Z9QFTpAtCQs5tjQPw
803,DJbhtvO6QsulcsqpNeQNog,"Hands down, Windward is my favorite dining experience in Columbus. They don't give a rat's a** about this review, either, which just makes me love it even...",5,2023-06-15 06:19:59,RnEl4ddDnEI-aUROhDL8Bg
804,4OipUp0S-XVOEQR-N3jlAA,"Omg I just love this place! Thought this restaurant was a Chinese retail store where you find Chinese throwing stars and swords

This place hasn't changed...",5,2023-03-22 15:35:01,H46S-3J6BTfr3UpmkGTiRQ
805,s7D8TBRzdofJZ6o5k6wVmQ,I went on Tuesday evening (around 5:30). Parking was super hard that time (lots of meter street parking but hard to find a spot). I ordered 3 ramens online...,3,2023-02-15 06:36:45,SOfZ7fK8HA-W6lRhStYdRg
806,ozPd-4h_9YoStxOzR4Pn5A,"Got two newest Twix cookies at Lion Cub's, and they were so delicious! I am a big fan of Twix, and it added additional Caramel and Chocolate flavors to the...",4,2022-05-10 09:36:55,poq9YK_znNOKtHGp4IOFQg
807,a7X9_wwiq-3KOvh0DWz10g,The donuts were always fresh and good. Service is great but if they are busy make sure you get a ticket when you walk in to be waited on correctly. They...,5,2023-06-09 16:34:18,MaI_D-4kNJUzr5tyYx7CUw
808,FsxjH5oHkh27jmIW2bgCLQ,"This was such a fun find. We happened to be staying at a hotel in the area, and this was a quick walk down the street. I didn't expect much from the...",5,2023-05-30 13:42:57,Jwt8vq-3_DFAFcGq-dOLgQ
809,_irIhjUBg1IhWdWCkDaFXA,"This is an incredible dining experience.

I'm very happy to have made it here to experience the Mexico supper club- but this is unlike any Mexican I have...",5,2023-06-10 18:55:29,VdelRZAwkgvKEhiQewpFQA
810,RcIDek_Yfi-OYTdQnPs2IA,"One of my favorite places in Columbus for brunch. Forno's biscuits and gravy, paired with a mimosa, is a breakfast success story. 

Inside is comfortable,...",5,2023-05-10 09:58:52,Rx4rjzFYfEwRAWXEe_Fokw
811,3qxr9DPFnXnvi90l1rspTg,"YOU HAD ME AT BRUNCH -  get your weekend brunch reservations made NOW!! 
.
.
We had such a great time brunchin with @highbankco_ this past weekend, one of...",5,2023-07-06 11:37:21,Yf-Bmt2dup9JC244lRVfmg
812,FOEqyyUxM_DtFJ8IcwzWAw,Stopped in for dinner at the bar on a Wednesday. Restaurant was busy and lively but I got a seat at the bar. The bar was clean and the bar staff seemed to...,5,2023-04-14 12:18:56,u2bPBXWT2KVD4ePLp5S58w
813,rV0Mop5FJW-wGBrlq5rJcA,This restaurant is located in Grandview so there are a couple of parking options. There is lot parking that you can pay for and street parking. I went to...,2,2022-12-02 14:00:09,Zvq28G2dycm4NvF6kKArkg
814,JxLMqr2Z7quCuSg5-px6Yg,"Best Indian food in Ohio hands down !! The service is awesome, the waiters are veryyyy welcoming and always on the watch. Thank you for the food and the...",5,2023-06-19 17:11:21,hzleUIrWNLS6f5X1KXldUg
815,WuEF47cO1g2N0Bo3YLJZnQ,"Wow!  We had a great meal tonight at Awadh India restaurant. 

We had Shahi Paneer, Butter Chicken and Chicken Korma and we loved them all!  Both the butter...",5,2023-07-07 17:11:01,dEpRuHolTTYWmHFVLAwIug
816,P9zhuo_iiTqOTZqogTLVzQ,Great place to drink beer and watch a movie! You can watch a movie and order food which is amazing! Pizza is so good!!! Variety of beer and cocktails to...,5,2023-05-01 20:31:10,2-t2NCHKUr39RYUWRMxiMg
817,niD_IrB1AQM3fSjN9Y9Syw,Try to visit when the tour is offered. We accidentally visited one hour before the tours begin and kept getting lost in the building.  So we probably missed...,4,2022-10-18 13:47:24,bKVoDedXW_B6i4-lL6-YDQ
818,MEGcMLx3pir0Z8QRNmtVLg,I read on the 614 Now that Yelp rated Los Agavez Taqueria food truck as the 63th out of 100 best taco spots IN THE COUNTRY. That's insanely impressive! I...,5,2023-05-18 11:48:38,dXphb5k_ABC8BfknoJYPWw
819,9yDVV9eTAeiyXOgGSbHeUg,"Very tasty smoothie. Even if you're not big on green smoothies, they make it work. Cool atmosphere in the middle of downtown with helpful employees.",5,2023-02-21 11:34:56,u6kwZE_GdBa385ZZHzDTDg
820,RH6YrRP48KVSmrpgA7Vfew,"Walking up to Rio, they have the cutest little patio with flowers. The menu consists of breakfast options like avocado toast/bagel or croissant sandwiches,...",5,2022-08-20 13:21:16,hinrYC95HxT8V2wupp0LvA
821,KH_6C5hz8EAixiRNZWO0YA,We ordered a door dash sandwich it was a hot Pastrami Reuben . The sad part is we ate it up before I could take a pic . Needless to say it was very...,5,2023-01-12 10:06:53,mKBATdWvKBhmGNO36TrtHQ
822,d-KpmPjzskqnS2QPfvRuig,Farmhouse Kitchen indeed. Great fresh food that both tastes and looks exquisite. The ambiance is setup very farmesque  with inside plants and packaging from...,5,2023-02-23 11:02:06,3taN_S8hSAfwD7yWlWYLmg
823,WAgtQN6uFv2a06wG2BuILw,I love South Village Grille. It's my favorite restaurant in Columbus. Everything from the food to the service is spectacular. I love coming there and I...,5,2023-06-08 07:02:45,Gd8zpPLb4QCwiMB9QPPKRA
824,jVLMKXgYvAzmVGZdBMURFA,"While walking the Short North, my friend and We stumbled upon this place.

We enjoyed a great lunch outside on the small patio. The patio faced the bustling...",5,2023-05-08 03:12:08,Z5SdYGoIb-SpjJcaqZ8npQ
825,jE5G-THq0PUBieEwvmHR2g,"If you're looking for a cozy pizza spot in Clintonville, look no further than Harvest Pizzeria. We started off with a bottle of red wine, which perfectly...",4,2023-03-05 05:11:53,uMMtsX1WJ5FYQN7bsCz6JQ
826,0KmYCgZUjHXjzQETCIdyzQ,Intimate setting and an awesome sound system! Drinks were really good as well! Highly recommend!,5,2023-05-30 14:08:54,rt6RDBNcC7s6zF7LAISFYA
827,nhqkV8IFTBRa1LVxRjk6Dw,"Cute little bar on the edge of campus and Clintonville. They have a small area to but some cans or draft beers. Parking is in the back. 
The bartenders were...",4,2023-06-26 16:26:15,Wu1hrty56b_dZDfLBaXJRg
828,frMtE2zrObQ1uomnLN6h8w,"We took our five year old to his first ""concert""/live music here a few months back and it was so much fun. We saw a rainbow, ate yummy food truck food, and...",5,2022-09-10 04:58:17,wQaY2aQK1D8tigiWjD5Zjw
829,0YGj6xcuBkDnlAoAyLVcpA,"Alright so after the 4th visit to Chapman's I'm finally ready to write a review.

Let's start with what Chapman's is and then go from there.

What is...",5,2023-06-10 13:25:23,_6T7LO81WegvdUqzCMvtBQ
830,Xxgnpyf4zYGcB1b2LDzqvg,"Came in to take advantage of the highly coveted HH (bar area only)

Kiev Mule - didn't care for 
King Crimson - pepper was a touch too much for me 

Wings -...",4,2023-07-15 18:30:54,T-ttP6zg6UbbzAJVRcEr-g
831,6SPU1c4W4VPO8uUlnwUAnw,"The service was great and the place looks very nice! We got the lunch special of ramen and a side (fries and miso soup)

Both the miso soup and the fries...",4,2023-07-12 15:42:03,W4YI4TfbPA0oHaI1Jg3cBQ
832,KhkxKXP45_RHhXie0NKruQ,"This place is an institution for a reason and I'm embarrassed to say I've lived in Columbus half my life and I just made my first visit last week.

I've...",5,2021-10-03 13:27:21,pymDtxD6SLR_DbSAc4xIDQ
833,ujcToocEPWI2vjAzQSGQyA,Elia is my go-to for a grabbing a quick lunch to-go in the downtown area. Truthfully I'm worried it will be discovered by the masses soon and will stop...,5,2023-02-06 10:00:28,pT2_AN4l3F8xPHSLvUUSPA
834,ugh3Nn1-JbOPXp7HpZBbwA,"Pins Mechanical is so much fun! They offer a variety of games including; patio pong, ping pong, duck pin bowling, ring toss, jenga and pin ball. 

Many...",5,2022-12-15 15:15:47,OoiOShcO3ddO1yLyjRrK2Q
835,yF9ZV_Dtqh0tkLICQezkcQ,The first time I ordered here was on a whim from Grubhub. The crabcake benedict (unfortunately not currently available) was too tempting to resist. Not to...,5,2023-06-19 05:12:28,rz2Y-JYVm3t5mLxwughfsA
836,RFAFgPQcjTE8v568X95pmA,"Idk what to say, I do love this place. I've come back many times since the first review and it's always amazing. The staff are great, the restaurant has...",5,2023-04-24 18:48:54,iGO1dyQrEPvnCxFUmtr5lQ
837,UPEOQIZWQIUbHc3FqArjBA,Everything was delicious will definitely return great service good food fast... great for a lunch downtown,5,2023-04-04 14:21:50,lpQdYHeJXb78eQvoDE3tYg
838,r5Cpv3zg_446Vjg8dIjcUw,"People keep bringing these into work, and I cut off a bite of every single flavor, ha. 

They're so big that they're perfect to cut up and share with others...",5,2022-03-27 09:30:46,NiOOom78KziuC95AE_LDyA
839,-nqZRPZ78q678gp0iZL7HA,"HUGE SHOUT OUT to Resch's Bakery!
After a debacle with a local bakery (I forgot to $$). At noon on the day of our party Resch's Bakery came through BIG TIME...",5,2023-05-13 11:17:48,LzrfNAM3x417n8xjy-ndyg
840,smUjBEzgn8YLRXLf6_Rexw,"30 years. Thirty years ago I worked in this very location. Standing behind a long counter, taking in orders, handing them out, talking with customers, many...",5,2023-01-28 16:55:16,PO3ANvFbSrzfmt8I-yMIGA
841,YvO4n7fBU1J0-R50RAaJSQ,"First timers and we had a perfect night the day before Valentines Day. Our waitress, Torah, was phenomenal. Her knowledge about the ins and out of the menu...",5,2023-02-16 21:04:16,PPbS2vHFTy1Cp0mrbBeOzw
842,SccfQzUDWixC3st0bP_Rcg,"Good place. Just what we expected. 

The place is large with a nice bar area. There's a small patio if that's where you want to eat. 

The fries, as...",4,2023-07-04 21:50:12,Pz-qxNACyIAdnmey1VLTVg
843,wecNa_QoVIGSubsDOHHJ7g,Service was bad. Took awhile for the server to come.  We had a couple minutes left before happy hour ended and the waitress said she would get our drinks in...,2,2023-05-11 18:29:53,gIACgBksKkJ90rDd9sVg4A
844,iOWZ8hOsWqVCmqbDgAUx5Q,"This place used to be really good. However, they have gone way downhill. They are super slow at getting your order completed. The wings are super tiny now...",1,2022-05-15 01:27:11,7DCwwpe524F2AqZqTUGExg
845,WuRavwGX-SBO7D4kk2HLEQ,"Okay okay, Harrison's is the real deal. Straight up, friendly neighborhood bar. We've been here a couple of times, both of which the bar was pretty empty...",5,2021-07-03 17:16:28,7d-V3Z9QFTpAtCQs5tjQPw
846,cO4SL0rZLBpXKIJMadfbXg,"Fun little bar, but do not eat here. By looking around I would say that was already known by a lot of the locals. Literally no one was eating except for...",2,2022-05-06 06:45:16,Eh5jemVourj6qm1BaXV8PQ
847,Kln0FM1DNCzkMudWpo_p4A,Harrison's is a great spot to go to watch your favorite sports game and interact with a great crowd. I would say one of Harrison's strong points is their...,4,2018-12-14 05:35:56,QYpARMamlxmVxm229vV3tA
848,dNZ_oKW_0-7kNY1vJ_4JLA,"If you like super moist cake bursting with flavor, this is your place. The best in Columbus, in my opinion. We tried a slice of white cake with raspberry...",5,2023-03-25 17:35:14,vMo0ICo1qFlxv72RHzb0ZQ
849,FKM9Dwtrk2_NCfIqyb219w,The cake looked almost too good to eat! We ordered a red velvet cake for my daughter's First Communion. My husband placed the order and gave very little...,5,2021-04-24 15:41:44,pymDtxD6SLR_DbSAc4xIDQ
850,WH-7lpR-VzWYPdC16iyMiw,Cakes & More is the best in Columbus!! My daughters birthday cake looked amazing and tasted so delicious!!,5,2022-02-27 05:07:14,vX6AEVQ05VgmsbdyDt7aNQ
851,B5_8WTLLkg05QD5XBMzgjA,"Wish I could give more stars for this place.  All their dishes were  superb and generous portions.  The customer service is excellent, so friendly and...",5,2023-04-08 14:18:00,gOErqRIKCfJeWV3wop7bew
852,xQltyVqxcQASTIS-outVWA,Tried this place with my dad and was pleasantly surprised. When we arrived there is a walk up counter to order and a small dining area off to the side. The...,4,2023-06-30 07:58:25,Hh7Ab2HtAu_QoHWWsWGVvA
853,UZ3DuAEKx8hvnWEX0fx9nQ,"Chez Rama is simply the best. I love the Dibi Lamb! The customer service is always top-notch, and the portions are generous. I highly recommend trying their...",5,2022-02-13 12:10:01,7DCwwpe524F2AqZqTUGExg
854,QgtrxobReUmL9H3cVPkOIA,A friend and I stopped in after a nearby fitness class because our favorite place Local Cantina is closed on Mondays.  I had heard it's a good neighborhood...,4,2021-06-22 06:11:24,wZ0KFPTp1263hDl2M0gXGg
855,ZmHSsYvxTW6Z-7QRwIIYqQ,"So lucky to have this gem right up the street--but also well worth making a trip for! 

First of all, the staff in this place are just the best. They have...",5,2021-06-07 09:28:51,ta7bBFJ8kZzicltON8d29g
856,43zfE3EZSggUvfACPQRO5w,"Best place in Columbus to get a beer. Great selection, good variety, great bartenders, always a good vibe.",5,2022-12-29 05:10:20,cAM1eFDOYO4_wG07ldR3tA
857,AHCAXI1unDRk9XZ3hrdwgg,"I've spotted this restaurant a lot whenever I'm next door at Sunrise getting groceries so I tried it one day for lunch.

I got the salt and pepper chicken,...",5,2023-07-17 13:57:56,0PCM8QMFWatpzBMRUVOVbQ
858,tq_C_k5NdQV6vC8ZmGOCzA,"Delicious and AUTHENTIC Chinese food beside Sunrise Asian Supermarket! They have a more Americanized menu with things like General Tso's and Honey Chicken,...",5,2023-04-11 13:33:48,rz2Y-JYVm3t5mLxwughfsA
859,_biy_hNVT2N3f2wwHA0SYQ,"Saw this awhile back and kept meaning to come, and when my friend suggested it for a celebration lunch, we met here.  Huge, interesting menu.  In the back...",4,2023-03-02 10:31:18,R1FVpAyl_BtxHBWdau2VLg
860,jnodl-39EAyvxFAjPB8lWw,Really good customer service and yummy food! It is in a convenient spot. I never been to a Chinese noodle restaurant place before and the waitress was...,5,2023-02-04 17:48:40,UNVXIUKLdLByHLS_Jnv3Dw
861,oTvtT8wQSlTM0KaYednULg,Haven't been back for awhile and still love the experience here. I got my favorite Tomato Flavored Soup Rice Noodle. It comes with fatty beef as the...,4,2022-12-20 18:18:36,ioSpGJpNQxw7aX1Kb0p2eA
